# Data from the crude resolution GMT shoreline, borders, and rivers database
# >
50.98954757	79.9067673762
50.9999237049	79.9070725566
# >
NaN	NaN
60	70.0671396963
58.7673762112	70.427862974
58.6962691691	70.0033569848
58.711528191	70
# >
NaN	NaN
54.979781796	80.9394979782
54.9599450675	80.9394979782
57.8173495079	80.760967422
54.979781796	80.9394979782
# >
NaN	NaN
55.9746700237	80.0746166171
57.0046540017	80.3471427481
55.9697871366	80.0746166171
55.9746700237	80.0746166171
# >
NaN	NaN
57.0000762951	81.3844510567
55.557488365	81.2001220722
57.0049591821	81.3844510567
57.0000762951	81.3844510567
# >
NaN	NaN
60	80.9788662547
59.9749752041	80.977035172
60	80.977035172
# >
NaN	NaN
80	72.0416571298
78.4475471122	72.3862058442
77.4636453803	72.2073701076
77.9848935683	71.8261997406
75.9661249714	71.885709926
78.5085831998	70.9042496376
76.1324483101	71.1612115663
74.8287174792	72.8308537423
75.018844892	72.1899748226
73.0086213474	71.3968108644
74.3260852979	70.5908293278
74.094758526	70
# >
NaN	NaN
72.6875715267	70
72.811169604	70.8700694285
71.8110933089	71.4642557412
72.8786144808	72.6932173648
71.6325627527	72.9004348821
69.3962005035	72.9474326696
68.3387502861	71.5866330968
66.728923476	71.1065842679
66.7847714961	70
# >
NaN	NaN
60	74.7660028992
61.3165484092	75.3070878157
68.4049744411	76.212558175
68.6066987106	76.955367361
64.7797360189	76.3294422827
61.1264209964	76.2879377432
60	76.0447089342
# >
NaN	NaN
70.9999237049	73.1103990234
71.272449836	73.4305333028
70.0349431601	73.3954375525
69.9748226139	73.0130464637
70.9898527504	73.1103990234
70.9999237049	73.1103990234
# >
NaN	NaN
62.9898527504	80.6852826734
65.0046540017	81.1729610132
62.9849698634	80.6861982147
62.9898527504	80.6852826734
# >
NaN	NaN
78.9889372091	72.9974822614
79.544975967	72.7136644541
78.9962615396	72.9999237049
78.9889372091	72.9974822614
# >
NaN	NaN
60	80.977035172
60.0003051804	80.977035172
61.652246891	81.0966659037
60	80.9788662547
# >
NaN	NaN
74.1063553826	72.9983978027
74.913557641	73.0331883726
74.1060502022	72.9999237049
74.1063553826	72.9983978027
# >
NaN	NaN
60	80.4032959487
62.0398260472	80.8586251621
60	80.8003356985
# >
NaN	NaN
60.2298008698	70
60	70.0671396963
# >
NaN	NaN
100	76.4747081712
98.8781567102	76.4850843061
99.8449683375	76.0425726711
98.8265812161	76.2595559625
95.7030594339	75.8261997406
96.1266498817	76.1170366979
93.2735179675	76.1045243
92.8364995804	75.8786907759
94.1152056153	75.9168383307
86.9831387808	75.1346608682
87.0075532158	74.6012054627
85.9174486915	74.8520637827
87.2367437247	73.8348973831
80.5062943465	73.557488365
80.8511482414	72.4283207446
83.6688792248	71.6409552148
83.628595407	70
# >
NaN	NaN
100	79.8255893797
98.7750057221	80.0721751736
97.6632333867	79.8454261082
97.6797131304	80.1661707485
92.8615243763	79.5573357748
95.9832150759	78.9771877623
95.9899290455	78.9771877623
100	78.9091325246
# >
NaN	NaN
82.8754100862	70
82.4237430381	70.1709010452
82.8473334859	70.9585717556
82.0138857099	70.5557335775
83.2635996033	71.7215228504
81.4523537041	71.7196917678
80	72.0416571298
# >
NaN	NaN
93.7117570764	79.9992370489
97.3049515526	80.2204928664
98.1921110857	80.6517128252
95.670405127	81.2803845274
91.4622720684	80.2583352407
93.7114518959	80.0001525902
93.7117570764	79.9992370489
# >
NaN	NaN
93.0000762951	79.6879530022
93.7929350729	79.9211108568
90.974898909	80.0630197604
91.2498664836	79.6845960174
92.9900053407	79.6888685435
93.0000762951	79.6879530022
# >
NaN	NaN
95.8666361486	76.9977874418
96.5099565118	77.1903562982
95.8632791638	76.9977874418
95.8666361486	76.9977874418
# >
NaN	NaN
82.0001525902	75.1786068513
82.0999465934	75.5146105135
81.991607538	75.1807431144
82.0001525902	75.1786068513
# >
NaN	NaN
87.7918669413	70
88.0103761349	70.0601205463
88.0128175784	70.0601205463
88.0158693828	70
# >
NaN	NaN
99.1277943084	72.3468375677
99.9731441215	72.261997406
99.1030746929	72.3404287785
99.1277943084	72.3468375677
# >
NaN	NaN
100	74.3225757229
99.1244373236	74.4141298543
100	74.5252155337
# >
NaN	NaN
100	71.5271229114
99.5559624628	71.4459449149
100	71.55397879
# >
NaN	NaN
120	72.9520103761
119.847714961	72.957503624
118.406042573	73.2251468681
118.879987793	73.530327306
115.687190051	73.7055008774
113.514610513	73.2025635157
112.845044633	73.9871824216
112.307621881	73.6896314946
111.572442206	74.0521858549
110.022430762	74.0061036088
109.690089265	73.6737621118
111.034714275	73.687800412
106.339818418	73.1894407568
105.499656672	72.7444876783
107.01731899	73.6319523919
113.578393225	75.2124818799
112.34821088	75.8399328603
113.583276112	75.5310902571
113.934843977	75.8350499733
111.093308919	76.7652399481
106.533302815	76.4994277867
107.544975967	76.9141680018
104.166628519	77.082932784
106.345006485	77.36583505
104.146791791	77.7161821927
101.355001144	77.0890363928
101.128252079	76.4640268559
100	76.4747081712
# >
NaN	NaN
100.325017166	77.995117113
105.471274891	78.4925612268
103.886472877	79.1703669795
102.467689021	78.8123903258
102.476234073	79.4145113298
100.316472114	77.9929808499
100.325017166	77.995117113
# >
NaN	NaN
111.989929046	74.358892195
112.857557031	74.0778210117
113.498741131	74.3915465019
112	74.358892195
111.989929046	74.358892195
# >
NaN	NaN
100	78.9091325246
100.004882887	78.9091325246
100.11169604	79.8033112078
100	79.8255893797
# >
NaN	NaN
100	74.5252155337
100.57129778	74.5978484779
100.028686961	75.1541924163
101.36568246	74.6228732738
104.182803082	74.7852292668
104.199588006	75.1306935225
105.793545434	74.8328374151
102.792095827	74.4779125658
102.785992218	74.4782177462
101.987640192	74.2093537804
100.580453193	74.4287785153
100.921034562	73.8379491875
100.631418326	74.2566567483
100	74.3225757229
# >
NaN	NaN
100	71.55397879
105.044327459	72.7835507744
105.068741894	72.7643244068
102.129243915	71.9458304723
102.984664683	71.528953994
102.028839551	71.8985275044
100	71.5271229114
# >
NaN	NaN
140	71.4401464866
138.114900435	71.5704585336
137.862516213	71.1004806592
136.022278172	71.6269169146
133.817654688	71.4145113298
132.780041199	71.9513237201
131.044785229	70.7028305486
128.306095979	72.0807202258
129.556115053	72.212558175
128.442816815	72.5180437934
129.451132982	72.6517128252
128.816052491	73.2001220722
126.281223774	73.2593270771
124.437323568	73.8013275349
122.842450599	72.8525215534
120	72.9520103761
# >
NaN	NaN
140	75.7889677272
138.783245594	76.2021820401
136.988174258	75.5851071946
137.993743801	74.8465705348
137.993743801	74.8450446326
140	74.8624399176
# >
NaN	NaN
136	75.4010833906
135.833371481	75.8570229648
135.986572061	75.3980315862
136	75.4010833906
# >
NaN	NaN
137.016250858	71.5158312352
137.991302358	71.5176623178
137.016250858	71.5249866484
137.016250858	71.5158312352
# >
NaN	NaN
140	72.3849851225
139.123826963	72.2525368124
140	72.2735942626
# >
NaN	NaN
140	72.202792401
139.306019684	71.9424734874
140	71.5057602808
# >
NaN	NaN
140	73.4497596704
139.793698024	73.4039826047
140	73.3911650263
# >
NaN	NaN
125.30983444	70
125.749904631	70.4614328222
127.548332952	70.804150454
127.29625391	71.401388571
127.614862287	70.8050659953
125.842374304	70.4538033112
125.408407721	70
# >
NaN	NaN
123.747615778	72.0764476997
122.480201419	71.0351720455
123.659723812	72.0309758145
120.587777523	72.8708323796
123.747615778	72.0764476997
# >
NaN	NaN
160	70.0405889982
158.924849317	70.8905165179
155.922484169	71.0885786221
152.531319142	70.8151369497
148.828870069	71.689173724
150.063630121	71.9290455482
148.367437247	72.3312733654
147.11497673	72.3154039826
145.347676814	71.5545891508
145.498741131	72.2482642863
145.982452125	71.8628213931
146.943770504	72.3175402457
144.244754711	72.2485694667
146.862592508	72.3630121309
140.889906157	72.8720531014
141.301289387	72.5818265049
140	72.3849851225
# >
NaN	NaN
140	74.8624399176
143.587396048	74.8938735027
142.403295949	75.7337300679
143.403067063	75.0437170977
145.408407721	75.4917219806
141.38002594	76.1762417029
140.570077058	75.5954833295
140	75.7889677272
# >
NaN	NaN
147.146105135	74.9991607538
149.035172045	74.7403677424
150.984969863	75.1306935225
146.483253223	75.5863279164
147.145494774	75.0000762951
147.146105135	74.9991607538
# >
NaN	NaN
140	73.3911650263
142.995040818	73.2037842374
142.999923705	73.2037842374
143.523918517	73.4631876097
142.070038911	73.9087510491
140	73.4497596704
# >
NaN	NaN
141.000076295	73.9810788128
140.29999237	74.2371252003
140.998550393	73.9807736324
141.000076295	73.9810788128
# >
NaN	NaN
140	72.2735942626
140.201113909	72.2781719692
140	72.202792401
# >
NaN	NaN
140	71.5057602808
140.117189288	71.4322117952
140	71.4401464866
# >
NaN	NaN
147.417410544	70
147.411306935	70.3411917296
150.00015259	71.2204165713
150.023651484	71.2075989929
147.469291218	70.2536049439
147.462272068	70
# >
NaN	NaN
180	71.3986419471
178.99626154	70.8181887541
178.997482261	70.818799115
180	70.9372091249
# >
NaN	NaN
171.452201114	70
170.549782559	70.1196307317
170.461280232	70
# >
NaN	NaN
160.051270314	70
160	70.0405889982
# >
NaN	NaN
-180	70.9372091249
-179.99969482	70.9372091249
-177.406271458	71.2442206455
-179.689936675	71.5777828641
-179.99969482	71.3986419471
-180	71.3986419471
# >
NaN	NaN
-160	70.4739452201
-160.127565423	70.6070038911
-161.925078202	70.2944991226
-162.382543679	70
# >
NaN	NaN
-142.62027924	70
-143.255054551	70.117799649
-151.200122072	70.3521782254
-152.603952087	70.545662623
-152.262455177	70.8404669261
-154.187533379	70.7687495232
-155.074998093	71.1303883421
-155.997558556	70.749828336
-155.568780041	71.1615167468
-156.484931716	71.3885709926
-157.816739147	70.8667124437
-159.657587549	70.7962157626
-159.843747616	70.3109788663
-160	70.4739452201
# >
NaN	NaN
-153.565270466	70.4574654765
-154.268406195	70.6817730983
-152.946059358	70.5954070344
-153.56130312	70.4574654765
-153.565270466	70.4574654765
# >
NaN	NaN
-120	74.2066071565
-121.451132982	74.5566491188
-124.733958953	74.3506523232
-123.751888304	73.7524986648
-125.990691997	71.9659723812
-124.892957961	71.9574273289
-123.10093843	71.0791180285
-120.632028687	71.4920271611
-120.345464256	71.9958800641
-120.33417258	71.9980163272
-120	72.1008621347
# >
NaN	NaN
-126.865644312	70
-128.040283818	70.5774013886
-127.44914931	70.1409933623
-128.028381781	70
# >
NaN	NaN
-120	76.9907682918
-122.581216144	75.9385061418
-120.854200046	76.2134737163
-120	75.9507133593
# >
NaN	NaN
-124.490730144	70
-124.525825895	70.2005035477
-124.737315938	70
# >
NaN	NaN
-129.994354162	70
-129.668116274	70.255741207
-130.624856947	70
# >
NaN	NaN
-100.971389334	70
-100.981460288	70.1882963302
-104.486457618	71.0293736172
-105.281147478	72.8262760357
-106.762188144	73.2996108949
-108.245975433	73.1729610132
-107.755245289	71.6031128405
-109.900968948	72.9752040894
-110.727092393	72.9620813306
-109.745632105	72.4286259251
-110.683451591	72.5748073548
-111.008773938	72.281528954
-112.040283818	72.2757305257
-111.186083772	72.7267872129
-112.788281071	72.994430457
-114.524757763	72.5760280766
-114.480201419	73.3765163653
-118.497596704	72.5043106737
-119.122301061	71.7721828031
-117.743801022	71.6696421759
-118.233920806	71.3946746014
-115.037460899	71.5341420615
-118.329747463	71.0440222782
-117.683985657	70.6317235065
-113.821011673	70.7159533074
-111.443350881	70.3424124514
-117.364766918	70.0393682765
-117.311055161	70
# >
NaN	NaN
-115.559929808	74.9945830472
-114.030060273	75.4749370565
-113.917448692	75.0525673304
-111.041733425	75.2780956741
-114.426489662	74.6958113985
-112.357671473	74.4242008087
-108.798352026	75.0739299611
-106.00015259	75.0525673304
-105.424887465	75.8539711604
-106.569619287	76.0697337301
-106.840924697	75.6504158083
-108	75.787441825
-109.107499809	76.8259708553
-110.415197986	76.3550774395
-108.88532845	75.4804303044
-111.224231327	75.5167467765
-114.895857176	76.5214007782
-115.898985275	76.2903791867
-114.627603571	76.1701380941
-116.730907149	75.9049362936
-114.782330053	75.8976119631
-117.217364767	75.5814450294
-115.007553216	75.6992446784
-117.663843748	75.2521553368
-115.56816968	74.9933623255
-115.559929808	74.9945830472
# >
NaN	NaN
-120	75.9507133593
-119.758297093	75.8762493324
-117.838406958	76.8293278401
-117.068436713	76.3062485695
-115.350881209	77.314259556
-117.000076295	77.439688716
-117.000076295	77.4387731746
-119.213244831	77.3112077516
-120	76.9907682918
# >
NaN	NaN
-100	78.5899137865
-100.356450752	78.8343633173
-105.451743343	79.3366903182
-104.986343175	78.7968261234
-103.299000534	78.7348744945
-104.436102846	78.2664225223
-102.774395361	78.3964293889
-100	78.0347905699
# >
NaN	NaN
-109.99984741	77.9200427253
-113.168535897	77.9255359731
-113.197833219	77.5245288777
-110.879377432	77.4079499504
-110.01388571	77.9188220035
-109.99984741	77.9200427253
# >
NaN	NaN
-105.046768902	72.9947356374
-104.499580377	73.5928892958
-106.55741207	73.7082475013
-107.009384298	73.4708171206
-105.069047074	72.9925993744
-105.046768902	72.9947356374
# >
NaN	NaN
-113.021438926	78.2774090181
-109.224689097	78.4821850919
-110.712138552	78.7614251926
-113.03822385	78.278019379
-113.021438926	78.2774090181
# >
NaN	NaN
-117.99984741	75.7221332113
-117.659571221	76.1280231937
-119.408560311	75.6086060883
-118.003509575	75.7221332113
-117.99984741	75.7221332113
# >
NaN	NaN
-120	72.1008621347
-115.322499428	73.5407034409
-117.625391012	74.2511635004
-119.126268406	73.9957274739
-120	74.2066071565
# >
NaN	NaN
-100	73.8202487221
-100.858777752	73.840390631
-100.42511635	73.4073395895
-101.622339208	73.4958419165
-100	73.2455939574
# >
NaN	NaN
-100	72.9669642176
-100.165712978	72.7872129397
-102.228427558	73.092698558
-102.686198215	72.6929121843
-100	71.6556038758
# >
NaN	NaN
-100	75.8985275044
-101.896696422	76.4478522927
-100.917372396	75.8127718013
-102.860456245	75.6287479973
-100	75.684290837
# >
NaN	NaN
-100	75.5829709316
-100.779125658	75.3550011444
-100.056153201	74.9863431754
-100.016479744	74.9875638972
-100	74.9878690776
# >
NaN	NaN
-105.000076295	77.4079499504
-105.962920577	77.7656214237
-104.728465705	77.1152819104
-104.984512093	77.4085603113
-105.000076295	77.4079499504
# >
NaN	NaN
-100.609750515	70.703135729
-100.609445335	70.7025253681
-100.231631952	70.4733348592
-100.609750515	70.703135729
# >
NaN	NaN
-104	75.0516517891
-104.219424735	75.4447241932
-104.032959487	75.0528725109
-104	75.0516517891
# >
NaN	NaN
-104.010376135	76.067597467
-102.652933547	76.2983138781
-104.018005646	76.0669871061
-104.010376135	76.067597467
# >
NaN	NaN
-104.026245518	76.669718471
-103.514152743	76.3135729
-104	76.6666666667
-104.026245518	76.669718471
# >
NaN	NaN
-114.00015259	77.7192339971
-114.349584192	78.0784313725
-114.019073777	77.7201495384
-114.00015259	77.7192339971
# >
NaN	NaN
-101.000076295	77.7833218891
-102.49485008	77.8538185702
-100.983291371	77.7790493629
-101.000076295	77.7833218891
# >
NaN	NaN
-114.006256199	76.8967727169
-114.836957351	76.7624933242
-114.00015259	76.8970778973
-114.006256199	76.8967727169
# >
NaN	NaN
-101.99984741	75.93728542
-103.377431907	75.7621118486
-102.013580529	75.9333180743
-101.99984741	75.93728542
# >
NaN	NaN
-102.999923705	75.9476615549
-103.954528115	75.944914931
-103.009689479	75.947051194
-102.999923705	75.9476615549
# >
NaN	NaN
-100	76.4463263905
-100.985122454	76.5030899519
-100	75.9241626612
# >
NaN	NaN
-106.415808347	71.150530251
-106.228732738	70.811169604
-106.421911955	71.155413138
-106.415808347	71.150530251
# >
NaN	NaN
-107.834287022	70.0985732815
-106.940413519	70.04180972
-107.851682307	70.0973525597
-107.834287022	70.0985732815
# >
NaN	NaN
-80	80.5864042115
-83.1943236439	80.3266956588
-80.5978484779	79.5597772183
-83.7827115282	80.2470435645
-86.4966811627	80.2980086976
-83.3539330129	79.0534828717
-84.7049668116	79.0196078431
-81.482261387	79.0574502174
-83.2559700923	78.8444342718
-82.345616846	78.5676356146
-85.0782024872	78.9222552834
-86.8528267338	78.7388418402
-87.4827191577	78.1229877165
-85.8204013123	78.3866636149
-85.4514381628	78.1019302663
-84.5966277562	78.5954070344
-84.7895017929	77.520561532
-82.2983138781	78.0772106508
-84.4678416114	77.2953383688
-88.228580148	77.852292668
-86.6163118944	77.181200885
-89.6641489281	76.5717555505
-88.5947966735	76.3996337835
-88.4205386435	76.7704280156
-87.6121156634	76.3361562524
-87.5278858625	76.6282139315
-86.6861982147	76.3425650416
-86.6099031052	76.6416418708
-85.2469672694	76.2790875105
-84.3186083772	76.6562905318
-83.1992065309	76.4136720836
-83.3966582742	76.7618829633
-82.266880293	76.3938353552
-82.7405203326	76.8247501335
-81.0656900893	76.1313801785
-80	76.2613870451
# >
NaN	NaN
-94.1969939727	78.997940032
-91.6603341726	78.567940795
-92.9875638972	78.4754711223
-92.0549324788	78.2032501717
-89.4761577783	78.1489280537
-89.9623102159	78.6124971389
-88.8624399176	78.1464866102
-88.159609369	78.9951934081
-87.6133363851	78.6420996414
-84.8795300221	79.2686350805
-85.703822385	79.6195925841
-87.4354161898	79.5323109789
-87.6148622873	80.4063477531
-88.3411917296	80.0776684215
-93.4926375219	81.3795681697
-95.5019455253	80.8131532769
-93.7666895552	80.5201800565
-96.619516289	80.3508049134
-94.389562829	79.9794003204
-96.6781109331	80.14633402
-96.63416495	79.8799114977
-94.3315785458	79.7694361791
-95.1457999542	79.2738231479
-90.3334096284	79.2436102846
-94.1939421683	79.0000762951
-94.1969939727	78.997940032
# >
NaN	NaN
-80	75.531700618
-81.5954833295	75.8081940948
-86.5537499046	75.3607995727
-88.7647821775	75.6845960174
-88.9314106966	75.4288548104
-89.9320973526	76.0068665599
-91.2004272526	75.8170443275
-90.1939421683	76.0621042191
-91.618829633	76.2644388495
-89.1956969558	76.2357518883
-91.4720378424	76.4527351797
-90.9706263828	76.6520180056
-93.5530632486	76.3871213855
-93.6903944457	76.9172198062
-96.8010986496	76.9837491417
-95.4030670634	76.2308690013
-93.0907148852	76.3620965896
-92.1696803235	75.0000762951
-92.1666285191	74.9924467842
-89.9812314031	74.5294880598
-88.5508506905	74.907301442
-87.7155718318	74.455024033
-83.5907530327	74.5420004578
-83.5123216602	74.9030289158
-81.7648584726	74.4687571527
-80	74.7754634928
# >
NaN	NaN
-80	82.8764782177
-82.3566033417	82.6750591287
-80.4199282826	82.0405889982
-85.1868467231	82.4803540093
-86.8601510643	82.1977569238
-84.5032425422	81.8812848096
-87.9664301518	82.1242084382
-91.8910505837	81.6581979095
-89.5042343786	81.6267643244
-90.4045166705	81.3624780652
-87.2108033875	81.4906538491
-89.698939498	81.0057221332
-84.6427100023	81.2883192187
-89.4172579538	80.9120317388
-87.4949263752	80.623025864
-82.305943389	81.1775387198
-85.5097276265	80.8018616007
-86.0617990387	80.5293354696
-83.2135500114	80.8390936141
-81.7337300679	80.8152895399
-83.1152819104	80.5400167849
-80.9323262379	80.6538490883
-80	80.8360418097
# >
NaN	NaN
-80	72.3938353552
-80.9622339208	71.8838788434
-80.2258335241	72.7362478065
-81.5481803616	73.7241168841
-85.0000762951	73.3481345846
-83.6984817273	73.0072480354
-85.5429922942	73.0331883726
-83.9514763104	72.7472343023
-85.7016861219	72.9047074083
-84.1489280537	72.0065613794
-85.2259098192	72.2665751125
-86.0386053254	72.0212100404
-84.4806591897	71.6372930495
-84.7724116884	70.9329365988
-85.0000762951	71.204852369
-89.5307850767	71.0910200656
-88.7925535973	70.4980544747
-87.8580910964	70.2398718242
-86.3816281376	70.5282673381
-85.8191805905	70.0094605936
-85.5387197681	70
# >
NaN	NaN
-100	71.6556038758
-99.2138551919	71.35194934
-98.178377966	71.4239719234
-98.2198825055	71.8954757
-98.1823453117	71.6455329213
-97.0037384604	71.7462424659
-97.0000762951	71.7499046311
-96.5221637293	72.756084535
-98.4890516518	73.009079118
-96.9579613947	73.7485313191
-100	73.8202487221
# >
NaN	NaN
-85.0000762951	71.280842298
-86.0962844282	71.9778744182
-86.2836652171	72.7026779583
-84.8316166934	73.7436484321
-86.5577172503	73.857175555
-89.1493095293	73.1830319677
-89.9998474098	71.4541847868
-86.9837491417	71.2152285039
-85.0034332799	71.280842298
-85.0000762951	71.280842298
# >
NaN	NaN
-94.9999237049	71.9821469444
-93.4520485237	72.441138323
-94.2928206302	72.7740901808
-92.0994888228	72.7408255131
-90.1869230182	73.9151598383
-95.2907606622	73.9932860304
-95.0170138094	71.9803158618
-94.9999237049	71.9821469444
# >
NaN	NaN
-92.5868619821	70
-92.3576714733	70.2444495308
-91.5049973297	70.1840238041
-94.4835584039	71.9940489815
-96.599984741	70.823682002
-95.754024567	70.7168688487
-96.1162737469	70
# >
NaN	NaN
-100	74.9878690776
-97.9729915312	75.0238803693
-97.2631418326	75.3980315862
-98.4930189975	76.6846723125
-99.0563820859	76.3920042725
-100	76.4463263905
# >
NaN	NaN
-96	77.8825055314
-94.8665598535	78.3866636149
-98.1539635309	78.8172732128
-97.7935454337	78.0332646677
-96.0259403372	77.8809796292
-96	77.8825055314
# >
NaN	NaN
-94.0001525902	77.7454795148
-96.3305104143	77.6044861524
-93.5646601053	77.4421301595
-93.9903868162	77.7427328908
-94.0001525902	77.7454795148
# >
NaN	NaN
-80	73.7064164187
-80.8120851453	73.7543297475
-80.1312275883	72.9999237049
-80.1327534905	72.9990081636
-80	72.9556725414
# >
NaN	NaN
-96.6240939956	74.9982452125
-93.4843976501	74.6750591287
-94.5015640497	75.6198977646
-96.6167696651	75.0000762951
-96.6240939956	74.9982452125
# >
NaN	NaN
-89.9998474098	77.5446707866
-91.2486457618	77.5706111238
-90.350499733	77.1976806287
-89.9845883879	77.5422293431
-89.9998474098	77.5446707866
# >
NaN	NaN
-97.7425803006	73.9972533761
-99.4341954681	73.9078355077
-97.7569237812	73.9923704891
-97.7425803006	73.9972533761
# >
NaN	NaN
-98.9999237049	79.7267109178
-99.781185626	80.1484702831
-99.006942855	79.7276264591
-98.9999237049	79.7267109178
# >
NaN	NaN
-100	78.0347905699
-98.9929045548	77.9032578012
-98.9999237049	77.9047837034
-100	78.5899137865
# >
NaN	NaN
-90.0221255818	76.4747081712
-89.9998474098	76.8421454185
-90.0709544518	76.48081178
-90.0221255818	76.4747081712
# >
NaN	NaN
-94.4484626535	75.7517357137
-94.5064469368	75.9900816358
-94.4753185321	75.7520408942
-94.4484626535	75.7517357137
# >
NaN	NaN
-80	77.087815671
-81.7993438621	77.1747920958
-81.9607843137	77.6838330663
-80	77.4595254444
# >
NaN	NaN
-96	75.5347524224
-96.9341573205	75.381857023
-96.0076295109	75.5326161593
-96	75.5347524224
# >
NaN	NaN
-100	75.684290837
-99.6298161288	75.691309987
-100	75.5829709316
# >
NaN	NaN
-82.1234454871	70
-83.0295262074	70.3146410315
-81.9180590524	70
# >
NaN	NaN
-81.4554055085	70
-81.7285420005	70.1458762493
-80.0695811398	70
# >
NaN	NaN
-80	74.9701686122
